bookId,check,success
42000000752,false,false
42000000753,false,false
42000000754,false,false
42000000755,false,false
42000000756,false,false
42000000757,false,false
42000000758,false,false
42000000759,false,false
42000000760,false,false
42000000761,false,false
42000000762,false,false
42000000763,false,false
42000000764,false,false
42000000765,false,false
42000000766,false,false
42000000767,false,false
42000000768,false,false
42000000769,false,false
42000000770,false,false
42000000771,false,false
42000000772,false,false
42000000773,false,false
42000000774,false,false
42000000775,false,false
42000000776,false,false
42000000777,false,false
42000000778,false,false
42000000779,false,false
42000000780,false,false
42000000781,false,false
42000000782,false,false
42000000783,false,false
42000000784,false,false
42000000785,false,false
42000000786,false,false
42000000787,false,false
42000000788,false,false
42000000789,false,false
42000000790,false,false
42000000791,false,false
42000000792,false,false
42000000793,false,false
42000000794,false,false
42000000795,false,false
42000000796,false,false
42000000797,false,false
42000000798,false,false
42000000799,false,false
42000000800,false,false
42000000801,false,false
42000000802,false,false
42000000803,false,false
42000000804,false,false
42000000805,false,false
42000000806,false,false
42000000807,false,false
42000000808,false,false
42000000809,false,false
42000000810,false,false
42000000811,false,false
42000000812,false,false
42000000813,false,false
42000000814,false,false
42000000815,false,false
42000000816,false,false
42000000817,false,false
42000000818,false,false
42000000819,false,false
42000000820,false,false
42000000821,false,false
42000000822,false,false
42000000823,false,false
42000000824,false,false
42000000825,false,false
42000000826,false,false
42000000827,false,false
42000000828,false,false
42000000829,false,false
42000000830,false,false
42000000831,false,false
42000000832,false,false
42000000833,false,false
42000000834,false,false
42000000835,false,false
42000000836,false,false
42000000837,false,false
42000000838,false,false
42000000839,false,false
42000000840,false,false
42000000841,false,false
42000000842,false,false
42000000843,false,false
42000000844,false,false
42000000845,false,false
42000000846,false,false
42000000847,false,false
42000000848,false,false
42000000849,false,false
42000000850,false,false
42000000851,false,false
42000000852,false,false
42000000853,false,false
42000000854,false,false
42000000855,false,false
42000000856,false,false
42000000857,false,false
42000000858,false,false
42000000859,false,false
42000000860,false,false
42000000861,false,false
42000000862,false,false
42000000863,false,false
42000000864,false,false
42000000865,false,false
42000000866,false,false
42000000867,false,false
42000000868,false,false
42000000869,false,false
42000000870,false,false
42000000871,false,false
42000000872,false,false
42000000873,false,false
42000000874,false,false
42000000875,false,false
42000000876,false,false
42000000877,false,false
42000000878,false,false
42000000879,false,false
42000000880,false,false
42000000881,false,false
42000000882,false,false
42000000883,false,false
42000000884,false,false
42000000885,false,false
42000000886,false,false
42000000887,false,false
42000000888,false,false
42000000889,false,false
42000000890,false,false
42000000891,false,false
42000000892,false,false
42000000893,false,false
42000000894,false,false
42000000895,false,false
42000000896,false,false
42000000897,false,false
42000000898,false,false
42000000899,false,false
42000000900,false,false
42000000901,false,false
42000000902,false,false
42000000903,false,false
42000000904,false,false
42000000905,false,false
42000000906,false,false
42000000907,false,false
42000000908,false,false
42000000909,false,false
42000000910,false,false
42000000911,false,false
42000000912,false,false
42000000913,false,false
42000000914,false,false
42000000915,false,false
42000000916,false,false
42000000917,false,false
42000000918,false,false
42000000919,false,false
42000000920,false,false
42000000921,false,false
42000000922,false,false
42000000923,false,false
42000000924,false,false
42000000925,false,false
42000000926,false,false
42000000927,false,false
42000000928,false,false
42000000929,false,false
42000000930,false,false
42000000931,false,false
42000000932,false,false
42000000933,false,false
42000000934,false,false
42000000935,false,false
42000000936,false,false
42000000937,false,false
42000000938,false,false
42000000939,false,false
42000000940,false,false
42000000941,false,false
42000000942,false,false
42000000943,false,false
42000000944,false,false
42000000945,false,false
42000000946,false,false
42000000947,false,false
42000000948,false,false
42000000949,false,false
42000000950,false,false
42000000951,false,false
42000000952,false,false
42000000953,false,false
42000000954,false,false
42000000955,false,false
42000000956,false,false
42000000957,false,false
42000000958,false,false
42000000959,false,false
42000000960,false,false
42000000961,false,false
42000000962,false,false
42000000963,false,false
42000000964,false,false
42000000965,false,false
42000000966,false,false
42000000967,false,false
42000000968,false,false
42000000969,false,false
42000000970,false,false
42000000971,false,false
42000000972,false,false
42000000973,false,false
42000000974,false,false
42000000975,false,false
42000000976,false,false
42000000977,false,false
42000000978,false,false
42000000979,false,false
42000000980,false,false
42000000981,false,false
42000000982,false,false
42000000983,false,false
42000000984,false,false
42000000985,false,false
42000000986,false,false
42000000987,false,false
42000000988,false,false
42000000989,false,false
42000000990,false,false
42000000991,false,false
42000000992,false,false
42000000993,false,false
42000000994,false,false
42000000995,false,false
42000000996,false,false
42000000997,false,false
42000000998,false,false
42000000999,false,false
42000001000,false,false
42000001001,false,false
42000001002,false,false
42000001003,false,false
42000001004,false,false
42000001005,false,false
42000001006,false,false
42000001007,false,false
42000001008,false,false
42000001009,false,false
42000001010,false,false
42000001011,false,false
42000001012,false,false
42000001013,false,false
42000001014,false,false
42000001015,false,false
42000001016,false,false
42000001017,false,false
42000001018,false,false
42000001019,false,false
42000001020,false,false
42000001021,false,false
42000001022,false,false
42000001023,false,false
42000001024,false,false
42000001025,false,false
42000001026,false,false
42000001027,false,false
42000001028,false,false
42000001029,false,false
42000001030,false,false
42000001031,false,false
42000001032,false,false
42000001033,false,false
42000001034,false,false
42000001035,false,false
42000001036,false,false
42000001037,false,false
42000001038,false,false
42000001039,false,false
42000001040,false,false
42000001041,false,false
42000001042,false,false
42000001043,false,false
42000001044,false,false
42000001045,false,false
42000001046,false,false
42000001047,false,false
42000001048,false,false
42000001049,false,false
42000001050,false,false
42000001051,false,false
42000001052,false,false
42000001053,false,false
42000001054,false,false
42000001055,false,false
42000001056,false,false
42000001057,false,false
42000001058,false,false
42000001059,false,false
42000001060,false,false
42000001061,false,false
42000001062,false,false
42000001063,false,false
42000001064,false,false
42000001065,false,false
42000001066,false,false
42000001067,false,false
42000001068,false,false
42000001069,false,false
42000001070,false,false
42000001071,false,false
42000001072,false,false
42000001073,false,false
42000001074,false,false
42000001075,false,false
42000001076,false,false
42000001077,false,false
42000001078,false,false
42000001079,false,false
42000001080,false,false
42000001081,false,false
42000001082,false,false
42000001083,false,false
42000001084,false,false
42000001085,false,false
42000001086,false,false
42000001087,false,false
42000001088,false,false
42000001089,false,false
42000001090,false,false
42000001091,false,false
42000001092,false,false
42000001093,false,false
42000001094,false,false
42000001095,false,false
42000001096,false,false
42000001097,false,false
42000001098,false,false
42000001099,false,false
42000001100,false,false
42000001101,false,false
42000001102,false,false
42000001103,false,false
42000001104,false,false
42000001105,false,false
42000001106,false,false
42000001107,false,false
42000001108,false,false
42000001109,false,false
42000001110,false,false
42000001111,false,false
42000001112,false,false
42000001113,false,false
42000001114,false,false
42000001115,false,false
42000001116,false,false
42000001117,false,false
42000001118,false,false
42000001119,false,false
42000001120,false,false
42000001121,false,false
42000001122,false,false
42000001123,false,false
42000001124,false,false
42000001125,false,false
42000001126,false,false
42000001127,false,false
42000001128,false,false
42000001129,false,false
42000001130,false,false
42000001131,false,false
42000001132,false,false
42000001133,false,false
42000001134,false,false
42000001135,false,false
42000001136,false,false
42000001137,false,false
42000001138,false,false
42000001139,false,false
42000001140,false,false
42000001141,false,false
42000001142,false,false
42000001143,false,false
42000001144,false,false
42000001145,false,false
42000001146,false,false
42000001147,false,false
42000001148,false,false
42000001149,false,false
42000001150,false,false
42000001151,false,false
42000001152,false,false
42000001153,false,false
42000001154,false,false
42000001155,false,false
42000001156,false,false
42000001157,false,false
42000001158,false,false
42000001159,false,false
42000001160,false,false
42000001161,false,false
42000001162,false,false
42000001163,false,false
42000001164,false,false
42000001165,false,false
42000001166,false,false
42000001167,false,false
42000001168,false,false
42000001169,false,false
42000001170,false,false
42000001171,false,false
42000001172,false,false
42000001173,false,false
42000001174,false,false
42000001175,false,false
42000001176,false,false
42000001177,false,false
42000001178,false,false
42000001179,false,false
42000001180,false,false
42000001181,false,false
42000001182,false,false
42000001183,false,false
42000001184,false,false
42000001185,false,false
42000001186,false,false
42000001187,false,false
42000001188,false,false
42000001189,false,false
42000001190,false,false
42000001191,false,false
42000001192,false,false
42000001193,false,false
42000001194,false,false
42000001195,false,false
42000001196,false,false
42000001197,false,false
42000001198,false,false
42000001199,false,false
42000001200,false,false
42000001201,false,false
42000001202,false,false
42000001203,false,false
42000001204,false,false
42000001205,false,false
42000001206,false,false
42000001207,false,false
42000001208,false,false
42000001209,false,false
42000001210,false,false
42000001211,false,false
42000001212,false,false
42000001213,false,false
42000001214,false,false
42000001215,false,false
42000001216,false,false
42000001217,false,false
42000001218,false,false
42000001219,false,false
42000001220,false,false
42000001221,false,false
42000001222,false,false
42000001223,false,false
42000001224,false,false
42000001225,false,false
42000001226,false,false
42000001227,false,false
42000001228,false,false
42000001229,false,false
42000001230,false,false
42000001231,false,false
42000001232,false,false
42000001233,false,false
42000001234,false,false
42000001235,false,false
42000001236,false,false
42000001237,false,false
42000001238,false,false
42000001239,false,false
42000001240,false,false
42000001241,false,false
42000001242,false,false
42000001243,false,false
42000001244,false,false
42000001245,false,false
42000001246,false,false
42000001247,false,false
42000001248,false,false
42000001249,false,false
42000001250,false,false
42000001251,false,false
42000001252,false,false
42000001253,false,false
42000001254,false,false
42000001255,false,false
42000001256,false,false
42000001257,false,false
42000001258,false,false
42000001259,false,false
42000001260,false,false
42000001261,false,false
42000001262,false,false
42000001263,false,false
42000001264,false,false
42000001265,false,false
42000001266,false,false
42000001267,false,false
42000001268,false,false
42000001269,false,false
42000001270,false,false
42000001271,false,false
42000001272,false,false
42000001273,false,false
42000001274,false,false
42000001275,false,false
42000001276,false,false
42000001277,false,false
42000001278,false,false
42000001279,false,false
42000001280,false,false
42000001281,false,false
42000001282,false,false
42000001283,false,false
42000001284,false,false
42000001285,false,false
42000001286,false,false
42000001287,false,false
42000001288,false,false
42000001289,false,false
42000001290,false,false
42000001291,false,false
42000001292,false,false
42000001293,false,false
42000001294,false,false
42000001295,false,false
42000001296,false,false
42000001297,false,false
42000001298,false,false
42000001299,false,false
42000001300,false,false
42000001301,false,false
42000001302,false,false
42000001303,false,false
42000001304,false,false
42000001305,false,false
42000001306,false,false
42000001307,false,false
42000001308,false,false
42000001309,false,false
42000001310,false,false
42000001311,false,false
42000001312,false,false
42000001313,false,false
42000001314,false,false
42000001315,false,false
42000001316,false,false
42000001317,false,false
42000001318,false,false
42000001319,false,false
42000001320,false,false
42000001321,false,false
42000001322,false,false
42000001323,false,false
42000001324,false,false
42000001325,false,false
42000001326,false,false
42000001327,false,false
42000001328,false,false
42000001329,false,false
42000001330,false,false
42000001331,false,false
42000001332,false,false
42000001333,false,false
42000001334,false,false
42000001335,false,false
42000001336,false,false
42000001337,false,false
42000001338,false,false
42000001339,false,false
42000001340,false,false
42000001341,false,false
42000001342,false,false
42000001343,false,false
42000001344,false,false
42000001345,false,false
42000001346,false,false
42000001347,false,false
42000001348,false,false
42000001349,false,false
42000001350,false,false
42000001351,false,false
42000001352,false,false
42000001353,false,false
42000001354,false,false
42000001355,false,false
42000001356,false,false
42000001357,false,false
42000001358,false,false
42000001359,false,false
42000001360,false,false
42000001361,false,false
42000001362,false,false
42000001363,false,false
42000001364,false,false
42000001365,false,false
42000001366,false,false
42000001367,false,false
42000001368,false,false
42000001369,false,false
42000001370,false,false
42000001371,false,false
42000001372,false,false
42000001373,false,false
42000001374,false,false
42000001375,false,false
42000001376,false,false
42000001377,false,false
42000001378,false,false
42000001379,false,false
42000001380,false,false
42000001381,false,false
42000001382,false,false
42000001383,false,false
42000001384,false,false
42000001385,false,false
42000001386,false,false
42000001387,false,false
42000001388,false,false
42000001389,false,false
42000001390,false,false
42000001391,false,false
42000001392,false,false
42000001393,false,false
42000001394,false,false
42000001395,false,false
42000001396,false,false
42000001397,false,false
42000001398,false,false
42000001399,false,false
42000001400,false,false
42000001401,false,false
42000001402,false,false
42000001403,false,false
42000001404,false,false
42000001405,false,false
42000001406,false,false
42000001407,false,false
42000001408,false,false
42000001409,false,false
42000001410,false,false
42000001411,false,false
42000001412,false,false
42000001413,false,false
42000001414,false,false
42000001415,false,false
42000001416,false,false
42000001417,false,false
42000001418,false,false
42000001419,false,false
42000001420,false,false
42000001421,false,false
42000001422,false,false
42000001423,false,false
42000001424,false,false
42000001425,false,false
42000001426,false,false
42000001427,false,false
42000001428,false,false
42000001429,false,false
42000001430,false,false
42000001431,false,false
42000001432,false,false
42000001433,false,false
42000001434,false,false
42000001435,false,false
42000001436,false,false
42000001437,false,false
42000001438,false,false
42000001439,false,false
42000001440,false,false
42000001441,false,false
42000001442,false,false
42000001443,false,false
42000001444,false,false
42000001445,false,false
42000001446,false,false
42000001447,false,false
42000001448,false,false
42000001449,false,false
42000001450,false,false
42000001451,false,false
42000001452,false,false
42000001453,false,false
42000001454,false,false
42000001455,false,false
42000001456,false,false
42000001457,false,false
42000001458,false,false
42000001459,false,false
42000001460,false,false
42000001461,false,false
42000001462,false,false
42000001463,false,false
42000001464,false,false
42000001465,false,false
42000001466,false,false
42000001467,false,false
42000001468,false,false
42000001469,false,false
42000001470,false,false
42000001471,false,false
42000001472,false,false
42000001473,false,false
42000001474,false,false
42000001475,false,false
42000001476,false,false
42000001477,false,false
42000001478,false,false
42000001479,false,false
42000001480,false,false
42000001481,false,false
42000001482,false,false
42000001483,false,false
42000001484,false,false
42000001485,false,false
42000001486,false,false
42000001487,false,false
42000001488,false,false
42000001489,false,false
42000001490,false,false
42000001491,false,false
42000001492,false,false
42000001493,false,false
42000001494,false,false
42000001495,false,false
42000001496,false,false
42000001497,false,false
42000001498,false,false
42000001499,false,false
42000001500,false,false
42000001501,false,false
42000001502,false,false
42000001503,false,false
42000001504,false,false
42000001505,false,false
42000001506,false,false
42000001507,false,false
42000001508,false,false
42000001509,false,false
42000001510,false,false
42000001511,false,false
42000001512,false,false
42000001513,false,false
42000001514,false,false
42000001515,false,false
42000001516,false,false
42000001517,false,false
42000001518,false,false
42000001519,false,false
42000001520,false,false
42000001521,false,false
42000001522,false,false
42000001523,false,false
42000001524,false,false
42000001525,false,false
42000001526,false,false
42000001527,false,false
42000001528,false,false
42000001529,false,false
42000001530,false,false
42000001531,false,false
42000001532,false,false
42000001533,false,false
42000001534,false,false
42000001535,false,false
42000001536,false,false
42000001537,false,false
42000001538,false,false
42000001539,false,false
42000001540,false,false
42000001541,false,false
42000001542,false,false
42000001543,false,false
42000001544,false,false
42000001545,false,false
42000001546,false,false
42000001547,false,false
42000001548,false,false
42000001549,false,false
42000001550,false,false
42000001551,false,false
42000001552,false,false
42000001553,false,false
